# number|area|cognition|question|correct|wrong1|wrong2|wrong3|explanation|source
368|L|application|A force-main pump upgrade increases velocity and changes the check-valve arrangement. What assessment is most important before commissioning?|Evaluate transient pressures for credible starts, stops and valve events|Check steady-state friction loss and omit pump-trip scenarios|Use the pipe's nominal diameter as evidence that surge is acceptable|Compare the new motor rating with the old rating as the surge assessment|Transient pressures depend on the system and the rate of flow change. A satisfactory steady-state operating point does not demonstrate acceptable pump-trip or valve-closure pressures.|force
369|C|application|A sewer joint remains watertight under a factory test, but differential settlement is expected on site. What additional performance needs evaluation?|Its ability to accommodate the expected movement without losing integrity|Its shipping weight relative to the adjoining pipe section|Its maximum straight-line flow rate without considering movement|Its visual similarity to the joint used on a different project|A joint must meet the demands of its installed environment. Watertightness under one test configuration does not establish performance under expected deflection or settlement.|om
371|C|application|A steep sewer reach discharges into a structure showing abrasion and splash damage. What should the rehabilitation evaluation address?|Hydraulic transitions, energy dissipation and material exposure at the structure|Increasing upstream velocity to shorten transit time further|Reducing inspection frequency because steep pipes are self-cleaning|Replacing the cover without investigating the internal hydraulic conditions|High-energy transitions can damage structures even where upstream solids transport is good. The remedy should address the hydraulic mechanism and the exposed materials.|om
372|C|application|A flat-terrain extension cannot obtain the assumed gravity grade without excessive depth. What is the best design response?|Compare feasible gravity and pumped alternatives using lifecycle and operating constraints|Reduce the stated grade on the drawing without recalculating performance|Assume average flow will prevent deposition at any selected grade|Install a larger gravity pipe without assessing low-flow transport|Flat terrain can create competing excavation, hydraulic and maintenance demands. Alternatives must be compared under realistic flow and operating conditions rather than assuming that size alone resolves grade limitations.|om
373|C|application|An empty buried chamber displaces 10 m³ of groundwater. For this exercise use water unit weight 9.81 kN/m³; the chamber and credited ballast weigh 75 kN. What is the net upward force before other resistance or safety factors?|23.1 kN upward|173.1 kN upward|75.0 kN downward|98.1 kN downward|Buoyancy is 10 × 9.81 = 98.1 kN. Subtracting the credited downward weight gives 23.1 kN upward; a complete design must separately address permitted resistance and required safety factors.|math
374|C|application|A sewer crosses ground where differential movement is anticipated. Which design evidence is most relevant to joint selection?|Expected movement compared with documented joint and pipe deformation capacity|Factory watertightness in the straight position without movement testing|Axial pipe strength without evaluating the connection movement|The performance of a rigid connection under an unrelated loading case|Movement demand must be compatible with the installed pipe and joint system. Material selection, connection details and ground conditions require coordinated evaluation.|om
375|C|application|A shallow sewer crossing in a cold region cannot achieve the project's normal cover. What is the sound response?|Assess site-specific freezing exposure and an engineered protective arrangement|Assume flowing wastewater can never freeze in a shallow pipe|Apply a frost depth from a distant city without checking local conditions|Add heat tracing without evaluating materials, controls or maintenance|Freeze protection depends on local exposure, flow, cover and the proposed protective system. A universal depth or an unchecked device is not a substitute for a site-specific design.|om
376|C|application|A metallic force main is proposed in soil with evidence of aggressive corrosion conditions. What evaluation should precede material approval?|Compare soil exposure, material protection and maintainable corrosion-control options|Use wall thickness alone to rule out all external corrosion concerns|Select the lowest initial pipe price without an exposure assessment|Assume wastewater chemistry determines external soil corrosion|External exposure must be evaluated separately from internal service conditions. Material, coatings and any protection system should be selected and maintained for the actual environment.|force
377|S|application|A confined-space permit was completed in the office, but required isolation cannot be confirmed at the site. What is the correct entry decision?|Do not enter until isolation and the site-specific entry controls are verified|Enter because the signed form takes precedence over field conditions|Allow a brief entry if a portable gas meter initially reads normally|Substitute an extra radio for the unverified isolation|A permit records controls; it does not make an unverified control effective. Entry must depend on the actual hazards and implemented arrangements at the worksite.|confined
379|S|application|During hot-weather work, a worker becomes confused and collapses. What should the crew do first?|Call emergency medical services and begin appropriate cooling while staying with the worker|Allow the worker to rest alone until the next scheduled break|Give a large drink immediately even if the worker cannot safely swallow|Wait for the worker to report thirst before seeking assistance|Confusion and collapse in heat can indicate a life-threatening emergency. CCOHS advises prompt emergency assistance and cooling for suspected heat stroke; do not force fluids on a person who cannot safely swallow.|heat
380|S|application|A manhole job beside moving traffic has high-visibility clothing and cones, but workers remain exposed to vehicle intrusion. What should the supervisor reassess?|The traffic-control arrangement and need for effective separation or protective measures|Whether brighter clothing can replace every traffic-control measure|Whether the manhole depth changes the risk from passing vehicles|Whether a shorter toolbox talk permits work closer to traffic|Visibility devices do not provide the same protection as effective separation. Traffic exposure must be assessed and controlled through an appropriate work-zone arrangement.|hazards
381|S|application|Workers repeatedly lift heavy covers in awkward positions despite receiving lifting-technique training. What is the best next control evaluation?|Assess a suitable mechanical lifting aid and redesign the handling task|Repeat the same training while keeping the handling arrangement unchanged|Assign the heaviest covers to the newest worker to build experience|Increase the daily lifting target to shorten overall job duration|Training does not eliminate the physical demands of an awkward heavy lift. Suitable equipment and task design can reduce exposure more directly than reminders alone.|hazards
382|S|application|A chemical-feed maintenance task may expose workers to concentrated hypochlorite. What should determine the controls and protective equipment?|The current SDS together with the actual task and exposure assessment|The gloves used for a different chemical at another station|The product's diluted appearance in the process stream|A respirator choice made without evaluating exposure or compatibility|Controls must match the chemical, concentration and maintenance task. The SDS informs selection but must be applied alongside the site-specific exposure assessment and procedures.|hazards
383|S|application|An evacuation drill reveals that a contractor did not know the assembly point and could not be accounted for. What change most directly addresses the failure?|Include contractors in site orientation and the tested accountability procedure|Move the assembly sign without changing contractor communication|Limit drills to permanent employees because contractors change frequently|Count parked vehicles as a substitute for accounting for people|Evacuation arrangements must work for everyone exposed at the site. Orientation and a tested means of accounting for people address the observed gap.|hazards
384|S|application|A dropped tool narrowly misses a worker below a platform. No injury occurs. What is the best follow-up?|Investigate the exposure and improve dropped-object controls before recurrence|Close the report because the absence of injury proves the controls worked|Record a worker warning without examining tool retention or exclusion zones|Wait for an injury before changing the work arrangement|A near miss reveals a credible failure path even when chance prevents injury. Investigation should identify practical controls for the exposure, not merely record the outcome.|hazards
385|S|application|Near-miss reports increase after a confidential reporting channel is introduced, while verified serious exposures decrease. What is the best interpretation?|Reporting may have improved; examine exposure severity and corrective-action results|The higher report count alone proves the workplace became less safe|The lower exposure count proves every reported event was unnecessary|Stop the reporting channel to return the dashboard to its earlier total|Report volume is influenced by willingness and opportunity to report. Safety performance should be interpreted using exposure, severity and effective corrective action rather than a single count.|hazards
386|S|application|A worker finds a damaged harness attachment point during inspection. A spare harness is available. What is the appropriate action?|Remove the damaged harness from service and use inspected, suitable equipment|Use the damaged harness for a shorter task to limit exposure time|Cover the damage with tape and record it for the annual inspection|Ask a coworker to hold the harness while the task is completed|Damaged protective equipment must not be relied on for its intended protection. Follow the manufacturer's inspection and service instructions and the site's equipment-control process.|hazards
387|S|application|A crew's task changes from surface inspection to equipment removal beside an open wet well. What should happen to the pre-job discussion?|Reassess the changed hazards, controls and responsibilities before proceeding|Keep the original discussion because the work-order number is unchanged|Discuss the change at the end of the shift after removal is complete|Focus on tool availability while retaining all original hazard assumptions|A changed task can introduce different fall, lifting, isolation and atmospheric exposures. The pre-job assessment must reflect the work that will actually be performed.|hazards
388|S|application|After an extended emergency shift, a crew member repeatedly misses steps in an isolation procedure. What should the supervisor do?|Pause the task and arrange a fit-for-duty response and safe relief|Rely on the worker's previous experience and continue without changes|Remove the written checklist to make the task faster|Give the worker a more complex task to improve concentration|Repeated procedural lapses during extended work indicate a safety concern requiring intervention. Relief and a fit-for-duty assessment should preserve the integrity of the isolation process.|hazards
389|S|application|A supervisor's inspection finds the same unprotected opening noted in two earlier reports. What is the most useful management response?|Control the exposure immediately and resolve why assigned corrective actions failed|Increase the number of inspection forms without changing follow-up|Change the hazard's category so it no longer appears as a repeat|Wait until the next scheduled inspection to confirm it remains present|Repeated findings indicate a failure of correction or verification, not simply a need for more observations. Address both the immediate exposure and the follow-through process.|hazards
390|S|application|A worker reports that an assigned entry is unsafe because required rescue arrangements are unavailable. How should the supervisor respond?|Stop the disputed entry and assess the concern through the applicable safety procedure|Require entry because the worker has previously completed similar tasks|Treat the signed training record as proof that rescue arrangements are unnecessary|Ask another worker to perform the same entry without addressing the concern|The reported deficiency must be assessed and resolved rather than transferred to another worker. Apply the relevant workplace safety process and verify the actual entry and rescue controls.|confined
391|S|application|A qualified contractor arrives to work on a force main, but its isolation plan conflicts with the utility's operating configuration. What should occur before work starts?|Coordinate and verify one compatible isolation and operating arrangement|Accept the contractor plan because prequalification removes site-specific conflicts|Accept the utility plan without communicating it to the contractor|Let each crew follow its own plan to preserve separate responsibilities|Prequalification does not resolve interfaces between site operations and contractor tasks. A coordinated, understood and verified arrangement is required to control the shared exposure.|hazards
392|S|application|A roster has 40 workers assigned to a task. Thirty-four have current required training, four have expired records and two have no record. What percentage has documented current training?|85%|90%|95%|80%|The documented current proportion is 34/40 × 100 = 85%. Expired or missing records do not count as current; practical competence and other task requirements still need verification.|math
393|M|application|After an overflow to a stream, the field team proposes measuring dissolved oxygen alone. What is the best assessment of that plan?|It may miss microbial and other impacts; monitoring should follow incident-specific pathways and objectives|Normal dissolved oxygen establishes that the stream is safe for every use|A single downstream oxygen reading quantifies the total released volume|Monitoring should exclude upstream conditions because they cannot aid interpretation|Overflow consequences are not described by one parameter. Monitoring locations and measurements should be selected for the release, receiving environment and assessment objectives.|om
394|M|application|A low-frequency sewer failure could discharge near a sensitive water intake, while a frequent minor failure has limited off-site effects. How should they be compared?|Evaluate likelihood and consequence explicitly for both failure scenarios|Rank them by frequency alone and exclude receiving-water sensitivity|Rank them by repair cost alone and exclude public exposure|Use pipe age as a direct substitute for both likelihood and consequence|Risk assessment combines the probability of a scenario with its consequences. Sensitive receptors and available response measures can make a less frequent event a high priority.|om
395|M|application|An industrial facility changes its production process while keeping the same average discharge flow. What should source-control staff review?|Whether pollutant characteristics and applicable discharge conditions have changed|Whether unchanged flow proves the discharge composition is unchanged|Whether the old sample results can replace all assessment of the new process|Whether monitoring can stop because no additional sewer capacity is requested|Equal flow does not imply equal pollutant loading or characteristics. Source-control review should consider the changed process and the requirements that actually apply.|om
396|M|application|A utility evaluates a medicine-return campaign intended to reduce disposal to sewers. Which evidence best measures the campaign's direct result?|Documented returned quantities and disposal practices using a defined evaluation method|Estimated awareness from a survey treated as a measured returned mass|Reported participation treated as a measured sewer concentration change|Total treatment-plant flow used to quantify medicine mass diverted|Participation and returned quantities can measure the campaign's direct activity. Claims about sewer or receiving-water concentrations require separate monitoring and attribution evidence.|om
398|M|application|An inland collection-system resilience review identifies more intense rainfall and river flooding as credible hazards. What is the best next step?|Test local exposure, critical assets and response options against those scenarios|Prioritize coastal sea-level barriers without evidence of a local coastal exposure|Assume historic peak flow is an upper bound for all future events|Replace the emergency plan with a larger pump specification alone|Resilience measures should respond to plausible local hazards and system vulnerabilities. Historical records, scenarios, asset exposure and response capability should be considered together.|om
399|S|application|A station replaces pumps and claims a carbon reduction from lower electricity use. What evidence supports a comparable operational estimate?|Comparable metered energy and documented emission factors within a stated boundary|Motor nameplate ratings multiplied by calendar hours regardless of operation|The purchase price difference treated as an emissions reduction|A claim of zero total emissions because electricity consumption decreased|An operational estimate needs a defined boundary and comparable activity data. Energy reduction alone does not establish zero emissions or account for all lifecycle effects.|om
400|M|application|A sewer rehabilitation project passes beside a sensitive habitat. Which review best addresses environmental disturbance?|Evaluate access, bypass routing, construction timing and spill controls for that habitat|Evaluate the completed pipe capacity while excluding temporary construction impacts|Assume trenchless construction has no surface or drilling-fluid risks|Use the contractor's shortest schedule as proof of minimal habitat impact|Temporary access, bypasses and construction activities can create impacts distinct from the completed sewer. The method and controls should be assessed for the actual setting.|om
401|M|application|A utility funds a stream restoration project while leaving a known, preventable overflow source unresolved. What should management prioritize?|Address the ongoing release risk and assess restoration benefits separately|Treat restoration spending as proof that overflow controls are no longer needed|Offset the release volume against the length of restored stream|Stop documenting overflow events after the restoration project begins|Beneficial restoration does not remove an ongoing pollution source or its requirements. Control of the release and evaluation of restoration outcomes are separate responsibilities.|om
402|C|application|During a suspected chemical release into a sewer, a crew proposes flushing toward the treatment plant. What should the incident lead do first?|Coordinate hazard assessment and downstream response before choosing containment or conveyance actions|Flush at maximum available rate because dilution always makes the release safe|Close every downstream valve without assessing upstream flooding|Send workers into the nearest manhole to identify the chemical by smell|Uncoordinated flushing can transfer hazards to crews, stations or treatment processes. The response must consider identification, exposure, hydraulic consequences and the receiving facility.|confined
403|S|application|An annual report shows fewer overflow events but excludes two large releases attributed to contractors. What is the best correction?|Apply a consistent reporting boundary and disclose relevant events and exclusions|Keep the exclusions because contractor involvement eliminates service consequences|Replace event counts with favourable customer comments|Combine the omitted volumes with next year's totals without explanation|A report should make its scope and exclusions transparent and consistently applied. Responsibility disputes do not justify hiding events relevant to system performance.|om
404|C|application|After a household grease-disposal campaign, blockage counts fall during a much drier year. What can the utility reasonably conclude?|The result is encouraging, but attribution requires comparable exposure and further evidence|The campaign alone caused the entire reduction|The lower count proves all household grease disposal has stopped|The campaign failed because rainfall also changed|Observed changes can have multiple causes. Evaluate comparable periods, blockage causes and participation before assigning the full improvement to education.|om
405|S|application|A utility receives an environmental award, but an internal review finds overdue high-risk corrective actions. What should management do?|Complete and verify the corrective actions regardless of the award|Use the award as a substitute for reviewing overdue actions|Reduce incident reporting because external recognition confirms compliance|Close the actions administratively to align the records with the award|Recognition is not evidence that each operational risk has been controlled. Corrective actions require their own implementation and effectiveness verification.|om
406|S|application|Overflow complaints are concentrated in an area where online reporting is rarely used. How should the utility improve its assessment?|Combine incident evidence with accessible outreach and reporting channels|Rank need solely by the number of online complaints|Exclude unreported impacts from all planning decisions|Move monitoring to the neighbourhood with the highest website traffic|Complaint volume depends partly on access and willingness to report. Combining operational evidence and accessible engagement helps identify impacts that a single channel may miss.|om
408|S|application|A utility receives a written regulatory direction with specified actions and dates. What is the most effective response?|Confirm obligations, assign accountable actions and track evidence of completion|Substitute a general improvement plan without checking the stated requirements|Wait until the final date before assessing resources or dependencies|Assume an informal discussion cancels the written direction|The response must address the actual applicable direction and documented changes to it. Clear ownership, milestones and evidence help prevent missed or incomplete obligations.|om
411|S|application|Staff completed environmental-response training, but a drill shows they cannot locate spill isolation points. What should the training lead change?|Add site-based practice and verify the required response skills|Increase attendance records while keeping the same untested material|Treat course completion as sufficient proof of field readiness|Remove isolation from the drill because it reduced completion scores|Attendance establishes participation, not reliable task performance. Training should address the observed gap and verify that staff can perform the relevant site-specific actions.|om
412|S|application|During an overflow response, field and office teams issue conflicting status updates. What is the best process correction?|Use a verified shared incident record and designated update responsibilities|Allow each team to publish its own estimate without reconciliation|Stop all field reporting until the incident is closed|Use the first estimate permanently to avoid any visible correction|A shared, updated factual record supports consistent communication while preserving uncertainty and revisions. Responsibilities should be clear without suppressing new verified information.|om
413|M|application|A master plan assumes modest growth, but approved development now exceeds that assumption and wet-weather constraints are documented. What should trigger review?|The changed loading assumptions and observed capacity evidence|The existing plan review date without reassessing changed assumptions|The absence of a complete system failure despite the changed demand|The desire to retain the original capital schedule unchanged|Plans should be revisited when important assumptions or observed performance change. Review should test hydraulic and service implications before retaining or changing proposed investments.|om
414|S|application|A repaired pipe was assigned a new asset identifier without linking the old maintenance records. What problem should be corrected?|Restore a traceable relationship between the asset and its historical records|Delete the old records because the identifier has changed|Count the repaired pipe as both old and new in the network inventory|Keep separate identifiers without a relationship to avoid data migration|Asset history supports condition, recurrence and investment decisions. Identifier changes should preserve a traceable relationship instead of losing or double-counting the history.|om
415|E|application|CCTV cannot show sediment geometry below the waterline in a large sewer. What is a suitable complementary assessment?|Use an appropriate submerged inspection method, such as sonar, with known limitations|Infer the submerged section directly from the visible crown condition|Use brighter CCTV lighting as proof that hidden sediment is absent|Measure manhole cover diameter as a substitute for pipe cross-section data|Different methods observe different parts of the system. Sonar can supplement visual inspection below water, but its resolution, coverage and interpretation must be assessed.|om
416|S|application|For an exercise with no discounting or residual value, option A costs $120,000 initially plus $8,000 annually for ten years. Option B costs $150,000 plus $4,000 annually for ten years. Which has the lower stated total cost?|B, by $10,000|A, by $30,000|B, by $40,000|A, by $10,000|A totals $200,000 and B totals $190,000 under the stated assumptions. A real lifecycle comparison would also consider timing, service life, risk and other relevant costs.|math
417|S|application|A dashboard's response-time average improves after unresolved incidents are excluded. What should management require?|A defined measure that also reports unresolved cases and their ageing|Continue excluding unresolved cases because they have no completion time|Report the fastest completed incident as the system average|Remove the measure whenever an unresolved case exists|Completed-case averages can conceal a growing backlog. Report the definition, completion distribution and outstanding cases so the result reflects service performance.|om
418|S|application|A retiring operator describes an undocumented bypass arrangement used years ago. How should that knowledge enter the procedure library?|Verify it against current equipment and safety requirements before controlled publication|Publish the recollection as the current procedure without field verification|Delete the recollection because undocumented experience has no value|Use it informally while leaving the controlled procedure contradictory|Experience is valuable evidence but may describe obsolete equipment or controls. Verification and document control turn useful knowledge into a dependable current procedure.|om
419|E|application|A supplier offers an automated blockage detector. What is the best operational evaluation before wider deployment?|Run a bounded trial comparing detections, missed events and maintenance effort with verified incidents|Accept the advertised accuracy without defining an event or false alarm|Install throughout the system before checking communications coverage|Judge success by the number of alerts rather than their validity|An operational trial should test the actual detection task and support burden. Both missed events and false alarms matter, along with data availability and maintainability.|om
420|S|application|Two utilities plan to share emergency pumping equipment. What must the agreement address to make the arrangement dependable?|Compatibility, availability, mobilization responsibilities and competing emergency demand|Purchase-price sharing without considering deployment arrangements|A verbal promise that both utilities always have first priority|Equipment ownership alone without access or operating responsibilities|Shared resources provide value when they can be deployed under credible conditions. Compatibility and simultaneous demand are practical constraints that an ownership agreement alone does not resolve.|om
421|S|application|A strategic objective is to reduce high-consequence overflows, but the annual program ranks projects solely by lowest cost per metre. What should change?|Link project selection to the stated risk and service objectives as well as cost|Keep the ranking because unit cost represents every strategic objective|Remove the overflow objective to match the existing ranking method|Choose the longest project regardless of the failure risks addressed|Selection criteria must reflect the outcomes the program is intended to achieve. Cost remains relevant, but it cannot by itself represent consequence reduction or service reliability.|om
422|S|application|Residents report repeated odour episodes outside the utility's normal survey hours. What engagement change best supports investigation?|Collect time-and-location evidence through accessible channels and align field checks|Repeat the same daytime survey and dismiss evening reports|Average all complaints into an annual total without timestamps|Promise a specific cause before operational evidence is collected|Episode timing and location help relate concerns to operating and environmental conditions. Engagement should improve the evidence available rather than predetermine the explanation.|om
423|S|application|An exercise budget requires $900,000 in annual user-charge revenue after other funding. There are 3,000 equally charged accounts. What annual charge per account meets that revenue target, ignoring collection losses?|$300|$30|$270|$3,000|Divide $900,000 by 3,000 accounts to obtain $300 per account-year. This simplified arithmetic does not establish an actual rate structure or account for affordability and demand differences.|math
